map, turns, p1score, p1_dest_list, p2score, p2_dest_list
bigcities,66,-25,87
bigcities,81,111,42
bigcities,64,77,58
bigcities,69,122,69
bigcities,71,120,69
bigcities,61,81,44
bigcities,67,124,101
bigcities,71,110,105
bigcities,74,64,75
bigcities,59,104,60
bigcities,64,94,50
bigcities,61,108,72
bigcities,75,42,51
bigcities,68,101,20
bigcities,66,115,38
bigcities,82,121,97
bigcities,65,103,36
bigcities,64,117,50
bigcities,70,106,53
bigcities,72,119,78
bigcities,66,105,68
bigcities,63,83,89
bigcities,65,114,66
bigcities,67,96,65
bigcities,63,114,84
bigcities,64,89,39
bigcities,80,92,42
bigcities,66,130,40
bigcities,61,121,49
bigcities,59,100,58
bigcities,62,47,73
bigcities,67,79,65
bigcities,68,96,28
bigcities,80,95,63
bigcities,72,93,35
bigcities,58,91,69
bigcities,63,80,70
bigcities,76,25,71
bigcities,71,43,103
bigcities,73,111,53
bigcities,72,60,88
bigcities,75,102,88
bigcities,68,115,100
bigcities,69,60,55
bigcities,67,121,32
bigcities,72,111,36
bigcities,63,115,16
bigcities,75,96,84
bigcities,70,100,45
bigcities,69,65,53
bigcities,72,124,77
bigcities,61,97,83
bigcities,58,87,40
bigcities,67,120,80
bigcities,63,120,73
bigcities,63,83,64
bigcities,80,124,72
bigcities,60,128,29
bigcities,74,88,81
bigcities,62,109,74
bigcities,78,37,111
bigcities,63,117,48
bigcities,67,60,57
bigcities,58,80,-5
bigcities,67,123,32
bigcities,71,113,50
bigcities,72,119,34
bigcities,57,98,58
bigcities,64,95,45
bigcities,77,103,71
bigcities,74,121,81
bigcities,72,64,80
bigcities,69,70,107
bigcities,65,85,36
bigcities,74,97,87
bigcities,80,74,35
bigcities,62,91,10
bigcities,72,31,23
bigcities,82,129,82
bigcities,80,91,77
bigcities,73,91,35
bigcities,67,119,17
bigcities,55,111,50
bigcities,61,93,46
bigcities,63,102,64
bigcities,64,126,63
bigcities,64,115,28
bigcities,64,128,47
bigcities,78,123,70
bigcities,78,98,121
bigcities,70,133,65
bigcities,61,77,62
bigcities,65,125,43
bigcities,56,104,39
bigcities,56,94,37
bigcities,71,37,67
bigcities,57,107,17
bigcities,68,125,77
bigcities,60,90,32
bigcities,63,109,103
bigcities,62,102,31
