map, turns, p1score, p1_dest_list, p1_bonus_points, p2score, p2_dest_list, p2_bonus_points
megagame,60,125,25,26,0
megagame,61,122,25,23,0
megagame,64,144,25,25,0
megagame,64,152,25,57,0
megagame,65,102,0,121,25
megagame,68,92,15,80,25
megagame,71,132,25,74,15
megagame,59,127,25,38,0
megagame,65,60,0,121,25
megagame,63,105,25,23,0
megagame,80,100,25,87,15
megagame,88,118,25,92,0
megagame,67,111,25,73,10
megagame,80,82,25,43,15
megagame,58,121,25,9,0
megagame,61,112,25,77,25
megagame,76,34,0,158,25
megagame,78,152,25,85,0
megagame,62,140,25,-19,0
megagame,68,60,15,113,25
megagame,62,132,25,4,0
megagame,56,134,10,71,15
megagame,61,133,25,60,15
megagame,67,126,15,104,25
megagame,70,64,10,119,15
megagame,70,82,10,124,15
megagame,62,106,15,45,10
megagame,61,65,25,49,15
megagame,73,96,25,85,0
megagame,62,117,10,96,15
megagame,69,124,25,20,0
megagame,77,122,25,48,0
megagame,63,86,15,33,10
megagame,73,99,25,23,0
megagame,62,132,25,37,0
megagame,71,121,10,133,15
megagame,68,97,25,61,15
megagame,73,47,15,61,25
megagame,58,131,25,66,15
megagame,65,137,25,97,15
megagame,77,114,10,112,15
megagame,72,120,10,136,15
megagame,73,79,10,96,15
megagame,66,136,25,63,0
megagame,66,136,25,64,0
megagame,74,68,15,88,25
megagame,60,145,25,7,0
megagame,77,90,25,84,15
megagame,59,125,25,5,0
megagame,72,129,10,121,15
megagame,68,53,0,87,25
megagame,65,113,25,62,15
megagame,71,79,25,75,15
megagame,70,142,25,50,0
megagame,75,139,25,76,15
megagame,68,130,25,-15,0
megagame,67,61,25,63,15
megagame,71,150,25,10,0
megagame,59,141,25,0,0
megagame,58,137,25,62,0
megagame,64,141,25,16,0
megagame,58,132,25,47,0
megagame,62,129,15,74,10
megagame,55,133,25,48,15
megagame,62,119,25,55,0
megagame,70,122,25,139,25
megagame,62,126,25,74,15
megagame,70,119,25,73,0
megagame,72,123,0,132,25
megagame,59,125,25,74,15
megagame,77,147,25,74,0
megagame,78,126,15,66,10
megagame,62,157,25,-2,0
megagame,69,145,25,28,0
megagame,61,45,0,123,25
megagame,73,51,10,113,15
megagame,67,123,25,63,0
megagame,62,122,10,105,15
megagame,64,105,25,19,0
megagame,79,145,25,72,15
megagame,66,128,25,93,15
megagame,56,143,10,72,15
megagame,61,164,25,59,0
megagame,74,62,0,102,25
megagame,70,50,10,47,15
megagame,69,131,25,70,15
megagame,65,139,25,72,15
megagame,66,143,25,91,15
megagame,80,127,10,132,15
megagame,68,139,25,74,15
megagame,69,152,15,111,10
megagame,63,123,25,3,0
megagame,63,139,25,84,15
megagame,63,119,25,10,0
megagame,71,33,0,86,25
megagame,63,153,25,86,15
megagame,73,123,25,42,0
megagame,60,137,25,13,0
megagame,57,130,25,-7,0
megagame,68,122,10,66,15
megagame,86,131,25,128,15
megagame,61,112,10,99,15
megagame,69,71,15,59,10
megagame,65,135,25,38,0
megagame,75,125,10,99,15
megagame,75,96,25,75,15
megagame,65,131,25,39,0
megagame,90,87,10,106,15
megagame,65,124,25,29,0
megagame,65,48,25,-7,0
megagame,70,136,25,-6,0
megagame,70,33,0,118,25
megagame,62,164,25,55,0
megagame,76,130,25,28,0
megagame,69,57,0,136,25
megagame,64,120,25,20,0
megagame,59,128,25,56,15
megagame,69,145,25,26,0
megagame,61,129,25,59,15
megagame,77,153,25,27,0
megagame,58,140,25,62,15
megagame,69,154,25,68,0
megagame,61,122,25,7,0
megagame,76,159,25,17,0
megagame,70,86,15,21,10
megagame,59,152,25,-20,0
megagame,74,58,25,36,0
megagame,64,107,10,107,15
megagame,65,75,15,35,10
megagame,57,150,25,28,0
megagame,63,136,25,-2,0
megagame,68,92,25,28,0
megagame,72,52,15,103,25
megagame,63,140,25,15,0
megagame,65,135,25,-15,0
megagame,73,74,25,90,15
megagame,65,97,10,73,15
megagame,70,100,25,98,15
megagame,65,123,10,102,15
megagame,66,147,25,60,10
megagame,63,114,15,99,25
megagame,63,120,25,15,0
megagame,67,128,25,17,0
megagame,68,32,25,44,15
megagame,70,111,10,113,15
megagame,71,113,10,128,15
megagame,70,21,0,109,25
megagame,64,129,25,15,0
megagame,76,141,25,59,0
megagame,61,138,25,7,0
megagame,71,112,25,44,0
megagame,65,118,25,6,0
megagame,73,143,25,17,0
megagame,67,155,25,17,0
megagame,67,138,25,35,0
megagame,62,128,25,-22,0
megagame,64,130,25,46,0
megagame,61,134,25,29,0
megagame,60,119,25,5,0
megagame,65,147,25,75,15
megagame,80,67,10,124,15
megagame,73,130,15,73,10
megagame,68,131,10,99,15
megagame,62,117,25,1,0
megagame,73,71,25,44,15
megagame,59,84,10,88,15
megagame,82,146,25,116,15
megagame,63,127,25,14,0
megagame,58,82,15,92,25
megagame,58,128,25,16,0
megagame,75,132,25,57,0
megagame,63,114,10,146,15
megagame,66,128,25,47,0
megagame,67,77,10,112,15
megagame,62,126,25,-3,0
megagame,69,136,25,69,15
megagame,62,136,25,54,0
megagame,67,124,25,59,0
megagame,70,100,25,30,0
megagame,74,119,25,33,0
megagame,70,147,25,38,0
megagame,76,90,15,59,10
megagame,71,134,25,24,0
megagame,61,103,10,93,15
megagame,65,146,25,102,15
megagame,69,56,15,11,10
megagame,63,105,15,114,25
megagame,66,103,15,38,10
megagame,72,7,10,46,15
megagame,70,137,25,31,0
megagame,65,139,25,-4,0
megagame,64,133,25,36,0
megagame,66,80,10,119,15
megagame,55,140,25,-7,0
megagame,74,74,25,-18,0
megagame,67,131,25,75,15
megagame,62,131,25,33,0
megagame,73,112,25,82,15
megagame,62,140,25,-13,0
megagame,62,110,25,22,0
megagame,62,109,25,82,0
megagame,62,123,25,98,15
megagame,73,118,25,30,0
megagame,74,74,10,108,15
megagame,67,94,15,33,10
megagame,65,124,25,88,15
megagame,80,160,25,115,15
megagame,64,113,25,7,0
megagame,57,134,25,10,0
megagame,58,113,25,28,0
megagame,78,109,0,131,25
megagame,64,138,25,82,15
megagame,62,117,25,30,0
megagame,72,154,25,65,0
megagame,60,112,25,3,0
megagame,59,113,25,69,0
megagame,67,117,25,6,0
megagame,63,115,25,64,0
megagame,60,99,10,82,15
megagame,78,124,10,105,15
megagame,67,46,25,33,15
megagame,78,152,25,73,0
megagame,64,124,25,38,0
megagame,66,136,10,77,15
megagame,65,149,25,38,0
megagame,68,89,25,1,0
megagame,78,91,10,122,15
megagame,57,106,10,88,15
megagame,66,123,25,32,0
megagame,61,114,25,72,15
megagame,66,146,25,-12,0
megagame,60,121,25,-22,0
megagame,68,20,10,118,15
megagame,61,129,25,7,0
megagame,63,72,0,112,25
megagame,66,62,15,40,10
megagame,80,129,25,19,0
megagame,66,125,25,59,0
megagame,60,129,25,39,0
megagame,67,116,25,73,0
megagame,64,110,25,83,15
megagame,64,137,25,36,0
megagame,68,137,25,74,15
megagame,56,141,25,-8,0
megagame,72,141,25,85,15
megagame,65,17,0,91,25
megagame,66,104,25,-6,0
megagame,76,112,10,108,15
megagame,69,82,25,7,0
megagame,69,142,25,120,15
megagame,72,106,25,2,0
